carName,model,year,sellingPrice,condition,mileage,driven,fuel
Toyota Innova,EX,2016,1558979,Fair,24.87,169256,Petrol
Mahindra Scorpio,XZ+,2018,1265130,Fair,12.06,161107,Petrol
Mahindra Scorpio,VDI,2015,482447,Good,16.41,41504,Diesel
Ford Ecosport,S10,2013,812577,Good,11.64,193609,Diesel
Tata Nexon,Titanium,2018,1998711,Fair,14.34,129912,CNG
Kia Seltos,S10,2021,552189,Fair,19.55,119833,Electric
Tata Nexon,HTX,2023,886700,Fair,16.06,189237,Petrol
Honda City,S10,2014,108798,Fair,13.68,148460,Diesel
Kia Seltos,VDI,2006,981680,Fair,10.49,131631,Diesel
Honda City,EX,2015,908803,Fair,13.09,94450,Electric
Ford Ecosport,ZX,2008,1357619,Good,18.04,43185,CNG
Maruti Suzuki Swift,VDI,2012,323998,Good,12.17,45787,Electric
Maruti Suzuki Swift,HTX,2007,1474515,Good,16.12,8800,Electric
Hyundai Creta,S10,2005,1361461,Good,17.8,192863,CNG
Ford Ecosport,S10,2013,904564,Good,15.54,105461,Electric
Mahindra Scorpio,HTX,2023,1446081,Fair,10.65,179459,Diesel
Tata Nexon,HTX,2008,1824814,Needs Work,17.56,101711,CNG
Ford Ecosport,HTX,2018,284415,Needs Work,12.42,184065,Petrol
Mahindra Scorpio,ZX,2014,865220,Needs Work,21.82,31208,Diesel
Ford Ecosport,Crysta,2020,1109184,Fair,18.06,118528,CNG
Maruti Suzuki Swift,EX,2021,1096499,Fair,20.01,138034,Diesel
Ford Ecosport,HTX,2012,1789677,Excellent,24.99,108598,Electric
Tata Nexon,S10,2014,1556255,Fair,12.89,20833,Petrol
Hyundai Creta,S10,2018,297122,Good,19.74,22692,Petrol
Mahindra Scorpio,VDI,2016,886584,Fair,20.63,136566,Diesel
Ford Ecosport,HTX,2005,1687930,Needs Work,14.65,2280,CNG
Tata Nexon,Crysta,2022,1568022,Needs Work,10.1,159499,Electric
Toyota Innova,Crysta,2006,1948311,Fair,17.06,112633,CNG
Maruti Suzuki Swift,VDI,2015,1151872,Fair,14.51,43953,CNG
Mahindra Scorpio,EX,2010,803067,Excellent,24.05,199861,Electric
Maruti Suzuki Swift,Titanium,2014,557781,Needs Work,10.41,99123,Diesel
Honda City,VDI,2015,1879043,Fair,10.02,77479,Electric
Tata Nexon,ZX,2017,1998039,Good,11.82,101843,Diesel
Mahindra Scorpio,XZ+,2011,1494454,Needs Work,23.79,159460,Electric
Kia Seltos,Crysta,2014,561469,Needs Work,17.67,106246,Petrol
Ford Ecosport,VDI,2011,595677,Fair,17.41,159750,Diesel
Toyota Innova,Crysta,2010,926939,Excellent,20.33,117316,Electric
Hyundai Creta,XZ+,2017,1843796,Needs Work,20.85,142580,CNG
Kia Seltos,EX,2013,871427,Excellent,22.06,93549,Diesel
Honda City,ZX,2020,522033,Fair,15.65,166671,CNG
Tata Nexon,EX,2021,1797588,Good,19.94,188124,Diesel
Hyundai Creta,HTX,2006,1662994,Good,21.23,112876,Electric
Hyundai Creta,VDI,2011,944533,Excellent,10.92,56858,Petrol
Mahindra Scorpio,XZ+,2006,143767,Fair,20.9,112152,Diesel
Kia Seltos,S10,2021,582902,Needs Work,22.93,163512,Electric
Honda City,S10,2012,1850880,Fair,21.73,80588,Diesel
Honda City,VDI,2009,984882,Excellent,17.66,138408,CNG
Toyota Innova,S10,2016,1204895,Good,14.41,35021,Electric
Maruti Suzuki Swift,Titanium,2006,871255,Excellent,15.29,96914,Petrol
Toyota Innova,Crysta,2007,439123,Good,13.79,198712,CNG
Tata Nexon,EX,2009,1005689,Excellent,24.59,35660,Electric
Ford Ecosport,EX,2006,1356512,Excellent,16.87,29036,CNG
Kia Seltos,EX,2005,1283274,Needs Work,10.34,81369,Petrol
Maruti Suzuki Swift,EX,2019,841890,Needs Work,18.01,95876,CNG
Maruti Suzuki Swift,HTX,2023,1017801,Good,22.82,165837,Diesel
Honda City,XZ+,2014,1656997,Needs Work,15.91,141170,Petrol
Kia Seltos,VDI,2015,966913,Needs Work,21.7,67638,Electric
Kia Seltos,ZX,2023,550374,Needs Work,23.68,77238,Electric
Tata Nexon,S10,2011,772245,Good,18.86,156551,CNG
Honda City,VDI,2010,1533673,Needs Work,10.25,24421,Diesel
Honda City,Crysta,2006,1560006,Fair,22.16,196603,CNG
Hyundai Creta,HTX,2008,667775,Fair,17.6,74233,Petrol
Toyota Innova,Crysta,2016,816352,Good,13.88,81402,Petrol
Toyota Innova,ZX,2009,907005,Good,17.61,194523,CNG
Mahindra Scorpio,ZX,2023,1417720,Fair,21.61,67759,Petrol
Kia Seltos,ZX,2022,799698,Good,10.81,25363,Petrol
Honda City,Titanium,2022,1254222,Fair,23.45,51757,Electric
Maruti Suzuki Swift,EX,2005,1269776,Needs Work,22.74,149561,Diesel
Tata Nexon,S10,2019,1619434,Fair,20.81,119340,Diesel
Maruti Suzuki Swift,HTX,2012,1937918,Excellent,21.07,183447,CNG
Ford Ecosport,VDI,2006,1460045,Excellent,20.16,169425,CNG
Maruti Suzuki Swift,Crysta,2009,481054,Fair,13.03,58744,CNG
Toyota Innova,ZX,2023,964627,Good,11.82,144692,Petrol
Honda City,ZX,2016,952159,Excellent,19.68,76281,Petrol
Ford Ecosport,Titanium,2014,1253080,Excellent,14.17,15866,Diesel
Toyota Innova,S10,2006,1232641,Fair,11.13,84549,Electric
Honda City,Crysta,2013,381703,Excellent,13.14,79816,CNG
Toyota Innova,VDI,2015,104671,Good,14.06,22342,CNG
Ford Ecosport,Crysta,2019,533584,Good,10.73,191296,Electric
Hyundai Creta,S10,2022,313661,Good,14.58,43013,CNG
Mahindra Scorpio,VDI,2011,1930447,Fair,18.94,115344,Petrol
Mahindra Scorpio,S10,2019,559928,Good,11.01,186728,Petrol
Tata Nexon,Titanium,2012,1999864,Fair,23.4,53296,CNG
Honda City,Titanium,2023,1225959,Fair,15.93,142732,Petrol
Toyota Innova,XZ+,2016,277326,Needs Work,12.3,81906,Electric
Ford Ecosport,ZX,2007,1774265,Needs Work,13.04,168399,CNG
Hyundai Creta,HTX,2016,1670396,Needs Work,18.75,33223,Petrol
Tata Nexon,Titanium,2013,1052021,Needs Work,21.15,68151,CNG
Hyundai Creta,EX,2016,650055,Needs Work,13.2,88430,Diesel
Maruti Suzuki Swift,XZ+,2017,1615371,Excellent,18.17,164849,CNG
Hyundai Creta,Titanium,2008,308985,Good,13.48,42497,CNG
Toyota Innova,ZX,2018,1939220,Excellent,13.97,140725,Electric
Ford Ecosport,Titanium,2006,1231478,Excellent,18.15,176005,Electric
Tata Nexon,HTX,2014,1992357,Fair,24.43,110072,Electric
Hyundai Creta,VDI,2017,580123,Needs Work,20.72,198195,Diesel
Honda City,XZ+,2006,1000061,Fair,16.24,138896,Diesel
Ford Ecosport,Crysta,2021,1699267,Fair,13.7,133860,Petrol
Toyota Innova,HTX,2005,1589149,Needs Work,22.0,65045,Petrol
Kia Seltos,S10,2014,1916984,Good,16.01,42694,Diesel
Mahindra Scorpio,Titanium,2017,976745,Excellent,18.59,174627,CNG
Honda City,VDI,2012,498731,Needs Work,10.66,143480,Electric
Hyundai Creta,EX,2011,605554,Excellent,18.16,12687,Diesel
Ford Ecosport,VDI,2010,1548782,Good,22.97,91888,Electric
Kia Seltos,ZX,2015,983852,Needs Work,14.84,171740,CNG
Maruti Suzuki Swift,VDI,2020,1975019,Fair,19.39,64036,Diesel
Hyundai Creta,ZX,2007,780463,Excellent,20.15,114185,Electric
Mahindra Scorpio,S10,2008,1195638,Fair,23.38,85504,CNG
Ford Ecosport,HTX,2018,893410,Good,17.19,156368,Petrol
Mahindra Scorpio,EX,2017,244267,Good,16.13,149420,Petrol
Mahindra Scorpio,ZX,2008,300012,Excellent,20.58,66462,Diesel
Tata Nexon,XZ+,2016,1635491,Excellent,15.44,152388,CNG
Kia Seltos,Crysta,2023,1581524,Fair,20.52,32389,Petrol
Tata Nexon,VDI,2012,533640,Excellent,20.12,66132,Petrol
Hyundai Creta,ZX,2019,672927,Excellent,14.29,65549,Petrol
Kia Seltos,EX,2018,1159861,Fair,16.35,157542,CNG
Hyundai Creta,Titanium,2018,275982,Fair,20.25,23934,CNG
Tata Nexon,S10,2009,1789127,Excellent,10.03,165879,Electric
Hyundai Creta,Crysta,2009,393044,Fair,23.93,130273,Electric
Maruti Suzuki Swift,HTX,2018,407752,Fair,21.15,149088,Electric
Maruti Suzuki Swift,VDI,2020,671217,Good,15.48,13816,CNG
Mahindra Scorpio,S10,2013,979093,Good,24.99,32491,Electric
Hyundai Creta,VDI,2014,1827864,Needs Work,21.43,52323,Petrol
Ford Ecosport,S10,2010,129387,Good,17.22,100841,Petrol
Maruti Suzuki Swift,ZX,2014,341348,Good,16.4,156617,Petrol
Ford Ecosport,HTX,2007,1215418,Fair,18.33,184716,Petrol
Tata Nexon,ZX,2012,1728215,Fair,22.05,133579,Diesel
Maruti Suzuki Swift,VDI,2023,1838063,Needs Work,14.42,170404,Diesel
Maruti Suzuki Swift,ZX,2016,802021,Needs Work,19.88,8312,Electric
Toyota Innova,Titanium,2019,489880,Fair,22.28,132149,Electric
Honda City,XZ+,2016,1489249,Fair,11.75,194371,CNG
Maruti Suzuki Swift,VDI,2019,893359,Good,11.57,74941,Diesel
Honda City,S10,2005,1273472,Excellent,10.1,178723,Electric
Maruti Suzuki Swift,S10,2019,1465326,Excellent,10.97,145483,Electric
Kia Seltos,Titanium,2012,827539,Excellent,13.84,23005,Diesel
Tata Nexon,VDI,2008,1742038,Excellent,19.59,69490,CNG
Honda City,S10,2011,1664927,Needs Work,16.5,9219,Electric
Maruti Suzuki Swift,EX,2017,208528,Needs Work,11.7,63607,Electric
Honda City,VDI,2009,1246752,Excellent,23.48,127576,Electric
Kia Seltos,ZX,2009,1978974,Good,11.41,141382,Electric
Hyundai Creta,HTX,2014,737458,Excellent,22.54,132290,Electric
Tata Nexon,EX,2011,1498098,Needs Work,15.99,40877,CNG
Toyota Innova,S10,2022,583772,Good,11.71,75870,CNG
Kia Seltos,ZX,2011,529368,Fair,16.64,74709,Petrol
Kia Seltos,XZ+,2022,1485490,Excellent,21.56,169127,Electric
Maruti Suzuki Swift,S10,2010,860052,Needs Work,19.98,155805,Diesel
Ford Ecosport,XZ+,2005,1456041,Good,24.37,61255,CNG
Tata Nexon,S10,2011,1198983,Excellent,22.26,13592,Diesel
Maruti Suzuki Swift,XZ+,2011,1463313,Fair,18.74,53706,Electric
Ford Ecosport,Crysta,2017,905215,Needs Work,10.71,97136,Petrol
Kia Seltos,XZ+,2019,990832,Needs Work,10.06,105540,Diesel
Mahindra Scorpio,VDI,2018,589408,Needs Work,23.19,120558,CNG
Hyundai Creta,XZ+,2023,288344,Excellent,19.46,52067,Petrol
Honda City,HTX,2008,1466844,Needs Work,19.67,52395,Diesel
Mahindra Scorpio,VDI,2018,1211595,Excellent,12.43,159289,Diesel
Honda City,EX,2006,1125392,Good,21.38,123537,CNG
Honda City,VDI,2018,949776,Excellent,21.93,104246,Diesel
Kia Seltos,EX,2011,1213339,Excellent,11.42,82324,Diesel
Maruti Suzuki Swift,Titanium,2017,889397,Needs Work,22.37,172038,CNG
Honda City,ZX,2012,626824,Excellent,20.32,47769,Electric
Tata Nexon,ZX,2023,1637881,Excellent,14.96,87110,Electric
Tata Nexon,XZ+,2008,489634,Excellent,17.24,198499,CNG
Tata Nexon,VDI,2011,455369,Good,23.37,145805,Electric
Honda City,Titanium,2017,264127,Fair,24.07,118023,Diesel
Hyundai Creta,ZX,2014,530823,Needs Work,13.78,72632,Diesel
Maruti Suzuki Swift,S10,2020,402298,Good,15.77,162223,Petrol
Honda City,S10,2017,479259,Excellent,16.35,137287,CNG
Honda City,Crysta,2015,1625797,Fair,22.65,25360,CNG
Toyota Innova,Titanium,2017,1345939,Excellent,18.24,183890,Electric
Hyundai Creta,Titanium,2010,858025,Good,15.14,191111,Electric
Mahindra Scorpio,XZ+,2020,527839,Fair,19.96,97606,CNG
Honda City,Titanium,2018,1469420,Good,15.34,177187,Petrol
Maruti Suzuki Swift,Crysta,2013,842103,Fair,12.2,122902,Electric
Honda City,EX,2010,667151,Excellent,18.65,9090,Diesel
Maruti Suzuki Swift,VDI,2016,851442,Fair,21.84,10895,Petrol
Honda City,ZX,2015,1405969,Good,13.61,87670,Electric
Kia Seltos,EX,2008,264235,Fair,16.04,80712,CNG
Toyota Innova,VDI,2016,960704,Fair,22.93,92630,CNG
Hyundai Creta,XZ+,2014,778311,Good,17.46,60216,Diesel
Hyundai Creta,ZX,2016,428920,Excellent,15.13,111976,Petrol
Maruti Suzuki Swift,ZX,2020,1694626,Fair,19.98,146296,Petrol
Toyota Innova,VDI,2015,992709,Good,21.47,181241,Petrol
Hyundai Creta,Titanium,2017,1534788,Fair,22.14,73570,CNG
Toyota Innova,VDI,2018,1458542,Good,12.92,120363,Petrol
Ford Ecosport,Crysta,2017,1583521,Needs Work,14.26,172393,Diesel
Kia Seltos,Titanium,2017,1926062,Excellent,12.74,151553,Electric
Hyundai Creta,EX,2020,1327935,Needs Work,15.97,43050,Petrol
Ford Ecosport,ZX,2019,1054020,Fair,11.36,70037,Petrol
Toyota Innova,EX,2023,1810750,Excellent,14.23,139393,Petrol
Kia Seltos,EX,2014,189922,Needs Work,20.31,14622,Diesel
Maruti Suzuki Swift,ZX,2008,325723,Excellent,22.32,76170,CNG
Maruti Suzuki Swift,Titanium,2014,790343,Good,23.5,81814,CNG
Tata Nexon,EX,2021,1947672,Fair,13.08,150532,Electric
Ford Ecosport,Crysta,2014,979674,Excellent,20.02,144124,CNG
Tata Nexon,Crysta,2020,804794,Excellent,20.89,105300,Diesel
Toyota Innova,S10,2009,1860259,Excellent,14.12,110689,Electric
Mahindra Scorpio,S10,2006,1831684,Good,15.21,140614,Electric
Toyota Innova,ZX,2015,525152,Fair,15.05,155735,Petrol
Honda City,Titanium,2017,502807,Excellent,16.87,24275,CNG
Toyota Innova,EX,2005,1544127,Excellent,12.49,33364,Diesel
Hyundai Creta,EX,2017,774577,Excellent,12.86,4591,Electric
Honda City,VDI,2021,950908,Needs Work,22.75,180070,Diesel
Ford Ecosport,VDI,2010,1086836,Excellent,14.62,121826,Electric
Ford Ecosport,Crysta,2018,1787942,Needs Work,14.18,54407,CNG
Tata Nexon,Titanium,2011,323048,Excellent,11.54,107254,Electric
Honda City,S10,2011,1099828,Needs Work,11.11,63766,CNG
Hyundai Creta,Titanium,2020,708048,Fair,18.79,24535,Petrol
Toyota Innova,HTX,2012,1191163,Needs Work,25.0,121237,Diesel
Ford Ecosport,Crysta,2013,1537387,Good,24.81,36961,CNG
Mahindra Scorpio,VDI,2022,825577,Fair,20.94,127950,Electric
Maruti Suzuki Swift,Crysta,2008,1800161,Fair,13.12,177863,Electric
Tata Nexon,ZX,2008,820613,Good,22.04,59569,Diesel
Ford Ecosport,HTX,2022,1546263,Fair,21.19,195195,Petrol
Honda City,Crysta,2020,984532,Good,19.01,100475,CNG
Honda City,VDI,2018,520778,Excellent,20.85,123537,Diesel
Honda City,VDI,2016,1960914,Good,19.16,164483,Electric
Kia Seltos,XZ+,2021,778345,Fair,11.45,37952,Electric
Honda City,EX,2009,1681231,Fair,16.36,158701,Electric
Tata Nexon,Titanium,2005,1608230,Needs Work,17.04,13361,CNG
Maruti Suzuki Swift,XZ+,2011,310574,Needs Work,19.83,186651,Diesel
Toyota Innova,VDI,2017,574969,Needs Work,24.77,143737,Diesel
Kia Seltos,XZ+,2021,664652,Excellent,24.11,23604,Diesel
Hyundai Creta,VDI,2016,1837031,Good,14.81,119919,Diesel
Hyundai Creta,VDI,2021,869046,Good,24.83,8398,Diesel
Tata Nexon,Titanium,2017,774635,Needs Work,17.21,40472,Petrol
Kia Seltos,VDI,2017,1847175,Needs Work,20.07,13250,Diesel
Tata Nexon,HTX,2018,1676099,Needs Work,23.88,87985,CNG
Maruti Suzuki Swift,XZ+,2007,761849,Fair,20.57,186587,Petrol
Mahindra Scorpio,S10,2014,1561876,Excellent,19.07,109565,Electric
Kia Seltos,VDI,2023,1408088,Needs Work,14.78,10213,CNG
Maruti Suzuki Swift,Titanium,2014,1002609,Good,11.7,31573,CNG
Ford Ecosport,XZ+,2006,535993,Excellent,20.24,58938,Electric
Maruti Suzuki Swift,EX,2009,652967,Good,22.53,71561,Electric
Tata Nexon,S10,2021,148510,Excellent,19.36,18303,Petrol
Honda City,Titanium,2005,1070350,Fair,22.67,62799,Diesel
Kia Seltos,EX,2009,1197492,Good,23.18,194121,Petrol
Hyundai Creta,VDI,2011,1216819,Excellent,18.97,77747,Diesel
Tata Nexon,Titanium,2015,1580224,Fair,24.73,137967,Petrol
Tata Nexon,EX,2019,489216,Good,13.99,99487,Petrol
Kia Seltos,HTX,2014,1137832,Fair,16.74,30763,Petrol
Honda City,XZ+,2023,1597656,Good,21.89,158487,Diesel
Honda City,S10,2016,812577,Needs Work,16.17,138881,CNG
Honda City,Crysta,2016,854514,Good,19.13,105522,Diesel
Ford Ecosport,Titanium,2013,1263094,Needs Work,23.29,113924,Petrol
Tata Nexon,VDI,2013,842213,Needs Work,20.41,45344,CNG
Hyundai Creta,VDI,2014,1183062,Good,17.79,106957,Electric
Kia Seltos,S10,2014,516675,Excellent,20.86,1565,Petrol
Tata Nexon,EX,2013,196985,Fair,23.92,26035,Electric
Honda City,EX,2005,206838,Needs Work,23.84,30773,Electric
Mahindra Scorpio,Titanium,2007,1549771,Excellent,11.0,3949,Electric
Honda City,Crysta,2020,1976288,Excellent,13.94,198955,CNG
Tata Nexon,S10,2013,890095,Good,16.82,49493,Electric
Ford Ecosport,Titanium,2016,635411,Good,23.91,96596,CNG
Hyundai Creta,Crysta,2013,1688973,Good,19.35,144252,Petrol
Toyota Innova,XZ+,2022,746985,Excellent,11.16,132353,CNG
Tata Nexon,Crysta,2013,218027,Good,15.65,84722,CNG
Tata Nexon,HTX,2008,1761007,Good,14.68,18093,CNG
Maruti Suzuki Swift,S10,2008,1941690,Fair,21.87,139052,Petrol
Tata Nexon,HTX,2023,1786700,Excellent,22.79,52308,Electric
Mahindra Scorpio,EX,2007,1065353,Needs Work,17.11,160361,CNG
Ford Ecosport,XZ+,2008,962559,Needs Work,21.62,183524,Diesel
Ford Ecosport,VDI,2005,620526,Good,13.1,46465,Petrol
Ford Ecosport,S10,2007,734264,Good,13.46,170356,Petrol
Maruti Suzuki Swift,Crysta,2011,1008212,Needs Work,23.62,97239,Electric
Maruti Suzuki Swift,Titanium,2017,859803,Needs Work,15.17,124062,Diesel
Tata Nexon,XZ+,2009,1030081,Needs Work,16.58,95581,Petrol
Hyundai Creta,ZX,2005,1343471,Excellent,24.84,128768,Diesel
Tata Nexon,Crysta,2009,1284451,Fair,16.74,96264,Electric
Toyota Innova,HTX,2005,1348030,Needs Work,19.16,50944,Electric
Hyundai Creta,Titanium,2016,813464,Fair,12.26,123164,Diesel
Kia Seltos,ZX,2016,442920,Fair,13.56,58445,Electric
Tata Nexon,VDI,2019,1685669,Good,18.42,65377,CNG
Honda City,EX,2007,359568,Excellent,21.51,30497,Petrol
Honda City,S10,2012,841348,Fair,13.34,197495,Electric
Mahindra Scorpio,Crysta,2014,1691373,Excellent,16.22,154832,Petrol
Hyundai Creta,HTX,2019,902940,Needs Work,12.95,112075,Petrol
Honda City,ZX,2012,482692,Good,10.41,174293,CNG
Mahindra Scorpio,HTX,2019,1487473,Fair,11.93,62844,Diesel
Hyundai Creta,XZ+,2015,166371,Needs Work,10.54,197677,Diesel
Maruti Suzuki Swift,EX,2007,1992284,Needs Work,13.37,196696,Petrol
Toyota Innova,Crysta,2011,313598,Fair,22.33,22399,CNG
Hyundai Creta,ZX,2005,1320165,Fair,23.56,107667,Electric
Ford Ecosport,S10,2020,1924880,Fair,17.35,67621,CNG
Mahindra Scorpio,Crysta,2019,725692,Excellent,18.3,133188,Diesel
Toyota Innova,EX,2005,1166594,Good,18.47,120532,Petrol
Tata Nexon,HTX,2020,533310,Fair,15.12,153375,CNG
Ford Ecosport,Titanium,2018,1737991,Good,11.6,175597,Petrol
Ford Ecosport,S10,2006,949104,Needs Work,20.13,52100,Diesel
Toyota Innova,XZ+,2013,1683999,Excellent,15.11,126928,Electric
Ford Ecosport,S10,2007,1302426,Excellent,23.81,136860,Diesel
Kia Seltos,ZX,2009,1051797,Needs Work,16.73,42778,Diesel
Toyota Innova,S10,2018,1564314,Fair,12.82,140389,Electric
Ford Ecosport,HTX,2017,1718174,Good,18.54,27140,CNG
Toyota Innova,ZX,2012,1722047,Good,11.85,43543,CNG
Maruti Suzuki Swift,Crysta,2005,349610,Needs Work,14.13,164523,Electric
Tata Nexon,XZ+,2009,1501494,Excellent,23.36,76489,CNG
Toyota Innova,Crysta,2019,1746712,Needs Work,15.26,131035,Diesel
Maruti Suzuki Swift,EX,2015,1089968,Excellent,11.58,68119,CNG
Mahindra Scorpio,HTX,2022,544662,Needs Work,19.02,172284,Electric
Ford Ecosport,EX,2009,1722963,Good,18.33,13842,Petrol
Hyundai Creta,VDI,2013,1621144,Needs Work,14.26,14780,Electric
Hyundai Creta,ZX,2012,660651,Fair,11.78,108791,Electric
Tata Nexon,HTX,2010,1165810,Fair,16.79,98106,CNG
Honda City,Titanium,2014,1913372,Good,24.36,143472,Electric
Maruti Suzuki Swift,HTX,2011,771383,Good,15.13,171296,Electric
Maruti Suzuki Swift,XZ+,2007,173196,Needs Work,22.5,32842,Diesel
Kia Seltos,EX,2007,1671687,Fair,24.76,50171,CNG
Hyundai Creta,Crysta,2005,557259,Excellent,16.16,147278,Diesel
Maruti Suzuki Swift,VDI,2010,1815738,Good,21.1,80261,Petrol
Mahindra Scorpio,ZX,2015,201747,Fair,22.13,184748,Diesel
Kia Seltos,ZX,2011,1888627,Good,12.83,145926,Electric
Honda City,Crysta,2019,1318055,Good,10.14,139527,Diesel
Tata Nexon,Crysta,2009,1968008,Fair,21.14,41347,Petrol
Ford Ecosport,S10,2023,1696688,Good,10.83,23934,CNG
Toyota Innova,EX,2023,1796320,Needs Work,10.25,141061,Electric
Hyundai Creta,HTX,2016,1656574,Excellent,16.43,21126,Electric
Kia Seltos,XZ+,2022,1065017,Excellent,14.2,72429,Diesel
Kia Seltos,ZX,2006,1441208,Excellent,11.56,158777,CNG
Hyundai Creta,Titanium,2009,1570742,Good,22.71,117910,Diesel
Ford Ecosport,EX,2007,1495178,Fair,17.38,159292,Electric
Mahindra Scorpio,HTX,2011,440575,Needs Work,15.79,76187,CNG
Maruti Suzuki Swift,Crysta,2012,1449056,Excellent,21.01,145502,Diesel
Ford Ecosport,S10,2011,1679643,Excellent,12.85,168616,Electric
Hyundai Creta,EX,2016,1252782,Fair,13.32,167718,CNG
Hyundai Creta,Crysta,2023,858894,Excellent,14.07,163790,Electric
Mahindra Scorpio,XZ+,2015,697778,Excellent,17.55,154171,Petrol
Mahindra Scorpio,XZ+,2012,1199965,Needs Work,22.19,98990,Electric
Honda City,EX,2012,1235638,Good,21.64,74723,Diesel
Kia Seltos,VDI,2013,1837884,Good,14.98,54063,Petrol
Hyundai Creta,S10,2015,292736,Fair,18.75,159550,Diesel
Tata Nexon,VDI,2006,981720,Fair,15.73,191872,Electric
Mahindra Scorpio,VDI,2005,435958,Excellent,12.61,112362,Electric
Tata Nexon,Titanium,2010,777557,Fair,24.93,179664,Petrol
Ford Ecosport,EX,2013,974168,Excellent,14.9,156339,Petrol
Toyota Innova,Crysta,2021,1608685,Good,24.34,91817,CNG
Maruti Suzuki Swift,HTX,2022,1814781,Needs Work,10.5,72590,CNG
Ford Ecosport,Titanium,2021,739688,Good,12.75,82871,Petrol
Maruti Suzuki Swift,EX,2015,167814,Good,18.35,177076,CNG
Maruti Suzuki Swift,VDI,2020,1271353,Needs Work,10.57,7215,Petrol
Honda City,ZX,2008,1774884,Needs Work,10.95,177617,Electric
Ford Ecosport,XZ+,2019,999404,Excellent,23.89,187796,Petrol
Hyundai Creta,VDI,2016,653124,Excellent,18.85,1167,Electric
Ford Ecosport,XZ+,2007,534001,Fair,19.37,88172,CNG
Toyota Innova,XZ+,2012,1487979,Fair,13.92,81766,CNG
Maruti Suzuki Swift,HTX,2012,1768010,Excellent,11.4,159289,Petrol
Hyundai Creta,Titanium,2020,118987,Needs Work,23.02,97541,Electric
Hyundai Creta,Titanium,2011,1964271,Fair,20.93,10452,Petrol
Ford Ecosport,EX,2013,1993155,Needs Work,17.15,32694,Diesel
Ford Ecosport,VDI,2019,843248,Excellent,19.21,198965,Petrol
Kia Seltos,Titanium,2009,1459079,Fair,16.54,35650,CNG
Maruti Suzuki Swift,ZX,2008,1469328,Needs Work,19.2,63711,Diesel
Toyota Innova,XZ+,2006,1331268,Needs Work,21.65,13337,Petrol
Maruti Suzuki Swift,HTX,2006,1646322,Needs Work,23.77,151933,Petrol
Kia Seltos,HTX,2018,708184,Excellent,16.55,176403,Petrol
Toyota Innova,EX,2023,894690,Fair,11.14,52207,Diesel
Hyundai Creta,Titanium,2005,1394188,Fair,16.88,22833,Electric
Honda City,ZX,2023,1576034,Excellent,13.61,46832,Electric
Honda City,XZ+,2018,1204320,Fair,17.2,92435,Diesel
Kia Seltos,ZX,2019,663037,Fair,10.11,82100,CNG
Tata Nexon,S10,2007,1830485,Excellent,19.8,150432,Electric
Tata Nexon,XZ+,2021,412851,Excellent,22.66,188058,Electric
Tata Nexon,S10,2010,1856304,Good,10.37,72374,Diesel
Kia Seltos,XZ+,2010,690705,Needs Work,18.07,30470,Electric
Hyundai Creta,VDI,2007,1741453,Excellent,20.33,72488,CNG
Tata Nexon,Titanium,2015,975081,Excellent,12.28,109506,Electric
Kia Seltos,Crysta,2013,1771333,Excellent,22.24,76658,Electric
Honda City,EX,2021,1447151,Fair,10.22,129048,CNG
Maruti Suzuki Swift,Crysta,2008,1300413,Excellent,16.87,198081,Petrol
Ford Ecosport,Titanium,2009,987259,Fair,21.49,59145,Diesel
Toyota Innova,HTX,2006,143158,Fair,23.79,168181,Diesel
Kia Seltos,VDI,2022,1105162,Fair,13.87,114529,Petrol
Hyundai Creta,HTX,2015,749295,Fair,11.82,101279,Petrol
Maruti Suzuki Swift,Titanium,2021,282741,Good,17.55,96842,CNG
Mahindra Scorpio,HTX,2013,341379,Excellent,23.11,101235,Petrol
Ford Ecosport,S10,2022,969533,Good,11.24,26083,CNG
Toyota Innova,Titanium,2008,666451,Needs Work,11.69,83187,Petrol
Toyota Innova,ZX,2018,944050,Needs Work,16.12,41534,Petrol
Mahindra Scorpio,S10,2014,924323,Needs Work,20.82,21223,CNG
Ford Ecosport,EX,2006,731562,Good,13.8,91873,Diesel
Tata Nexon,EX,2014,1666799,Excellent,13.76,77477,Petrol
Hyundai Creta,Titanium,2014,143429,Needs Work,21.11,66758,Petrol
Ford Ecosport,S10,2023,239039,Excellent,13.85,190183,Diesel
Mahindra Scorpio,VDI,2008,530789,Fair,21.21,142068,CNG
Ford Ecosport,Titanium,2009,182997,Fair,12.63,100791,Diesel
